seed,target,feature_set,model,min_rating_count_filter,n_obs,positive_class_share,pr_auc,roc_auc,precision_at_5,precision_at_10,precision_at_20,recall_at_5,recall_at_10,recall_at_20,lift_at_5,lift_at_10,lift_at_20,default_f1,tuned_f1,best_threshold,brier_score
11,low_rating_bottom30_bayes_global_m25,content_only_core,DummyClassifier,0,2704,0.29511834319526625,0.29511834319526625,0.5,0.23529411764705882,0.24354243542435425,0.2643253234750462,0.040100250626566414,0.08270676691729323,0.17919799498746866,0.7972873359870264,0.8252365230419222,0.8956587401961467,0.0,0.4557395773843518,0.05,0.2080621144152061
11,low_rating_bottom30_bayes_global_m25,content_only_core,LogisticRegression,0,2704,0.29511834319526625,0.5117092230471816,0.6965321225414007,0.6985294117647058,0.6309963099630996,0.55637707948244,0.11904761904761904,0.21428571428571427,0.37719298245614036,2.3669467787114846,2.1381128096995257,1.8852676978953857,0.41017227235438886,0.5118679050567595,0.3,0.18621495912085237
11,low_rating_bottom30_bayes_global_m25,content_only_core,LogisticRegressionBalanced,0,2704,0.29511834319526625,0.5105668716055758,0.6965400121499973,0.6911764705882353,0.6199261992619927,0.5545286506469501,0.11779448621553884,0.21052631578947367,0.37593984962406013,2.34203154946189,2.1006020586521656,1.879004350061846,0.5118679050567595,0.5118679050567595,0.5,0.21762340643069672
11,low_rating_bottom30_bayes_global_m25,content_only_core,HistGradientBoostingClassifier,0,2704,0.29511834319526625,0.5000133588489564,0.6726765760150639,0.6911764705882353,0.6199261992619927,0.5378927911275416,0.11779448621553884,0.21052631578947367,0.36466165413533835,2.34203154946189,2.1006020586521656,1.8226342195599907,0.2809756097560976,0.47112264763140815,0.35,0.18858316944130338
11,low_rating_bottom30_bayes_global_m25,content_only_core,ExtraTreesClassifier,0,2704,0.29511834319526625,0.49307000845782945,0.6927201266545168,0.6470588235294118,0.6014760147601476,0.5304990757855823,0.11027568922305764,0.20426065162907267,0.35964912280701755,2.1925401739643227,2.038084140239899,1.797580828225833,0.3606271777003484,0.22540983606557377,0.55,0.19517815263222613
11,low_rating_bottom30_bayes_global_m25,content_only_core,XGBoostClassifier,0,2704,0.29511834319526625,0.49694880049294227,0.6850238134686139,0.6985294117647058,0.6309963099630996,0.5286506469500925,0.11904761904761904,0.21428571428571427,0.3583959899749373,2.3669467787114846,2.1381128096995257,1.7913174803922933,0.3376146788990826,0.47185325743200507,0.35,0.18743449449539185
11,low_rating_bottom30_bayes_category_m25,content_only_core,DummyClassifier,0,2704,0.29548816568047337,0.29548816568047337,0.5,0.2647058823529412,0.25092250922509224,0.26062846580406657,0.04505632040050062,0.0851063829787234,0.17647058823529413,0.8958256644334831,0.8491795556253434,0.8820267478525607,0.0,0.45618041678561233,0.05,0.20820693060134102
11,low_rating_bottom30_bayes_category_m25,content_only_core,LogisticRegression,0,2704,0.29548816568047337,0.5132184739743979,0.7068592959046578,0.6838235294117647,0.6162361623616236,0.5489833641404805,0.11639549436795996,0.20901126408010012,0.3717146433041302,2.314216299786498,2.085485085138711,1.8578861284553936,0.4188976377952756,0.5111456713322965,0.3,0.18565772949791676
11,low_rating_bottom30_bayes_category_m25,content_only_core,LogisticRegressionBalanced,0,2704,0.29548816568047337,0.5108619533066029,0.7066083260243282,0.6764705882352942,0.6014760147601476,0.5415896487985212,0.11514392991239049,0.20400500625782228,0.3667083854818523,2.2893322535522347,2.0355333465725143,1.8328640930553208,0.5121321631388746,0.52219074598678,0.45,0.21532805157015472
11,low_rating_bottom30_bayes_category_m25,content_only_core,HistGradientBoostingClassifier,0,2704,0.29548816568047337,0.4958905639272784,0.6871627592233073,0.6838235294117647,0.6088560885608856,0.5231053604436229,0.11639549436795996,0.2065081351689612,0.3541927409261577,2.314216299786498,2.0605092158556126,1.7703090045551393,0.31992687385740404,0.4666666666666667,0.35,0.18744295566162691
11,low_rating_bottom30_bayes_category_m25,content_only_core,ExtraTreesClassifier,0,2704,0.29548816568047337,0.4857061419101425,0.6926643869140888,0.6470588235294118,0.5793357933579336,0.5027726432532348,0.11013767209011265,0.1964956195244055,0.3404255319148936,2.189796068615181,1.9606057387232196,1.7014984072049397,0.34657650042265425,0.18956336528221512,0.6,0.19450835731380778
