target,feature_set,model,min_rating_count_filter,n_obs_mean,n_obs_std,n_runs,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,spearman_mean,spearman_std,pearson_mean,pearson_std
continuous_bayes_global_m25,content_plus_quantity,Ridge,0,2704.0,0.0,5,0.13759639161428544,0.002961584043706798,0.10134529938182088,0.00225444622292176,0.1628526690173528,0.017009218861959278,0.39395583310836796,0.014395363217017882,0.41516165591557275,0.013844941530220468
continuous_bayes_global_m25,content_plus_quantity,Ridge,25,1480.0,0.0,5,0.16353248293033162,0.00512156035691992,0.12396338249712775,0.002921444699603762,0.24399286070267365,0.005434230324741657,0.5100551162454853,0.00861806117302872,0.5001318071191218,0.005120167355066455
continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,0,2704.0,0.0,5,0.15042675886316847,0.0029347164269210575,0.10794863147820204,0.002270178502493193,-0.00045087753832588894,0.0004579187477208349,,,2.9889601859691148e-15,3.904570194105427e-15
continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,25,1480.0,0.0,5,0.18810661360808253,0.006131123497886976,0.14427254025533373,0.0030324615887692267,-0.00020381264327982152,0.000423944787006582,,,5.268689737946655e-16,2.4225250931040423e-15
continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,0,2704.0,0.0,5,0.13065210731975113,0.003137527542557453,0.09328473994409944,0.00236630883206994,0.24536578760012215,0.00895308438159546,0.4733911738518512,0.018949755497602333,0.49722790086085744,0.008500511879213761
continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,25,1480.0,0.0,5,0.15951685582378727,0.005369467844826625,0.11917117297581363,0.003884339732926726,0.2807633245777702,0.0034977919412056023,0.547888188723218,0.007389225847153799,0.5310989320050004,0.003242657431087633
continuous_bayes_global_m25,content_plus_reliability,Ridge,0,2704.0,0.0,5,0.13421320743018433,0.003290866979483435,0.09843331677402908,0.0025443050436141108,0.20365127460365778,0.012428481515469544,0.4581898534259217,0.015448961602776036,0.45692247897863636,0.012378603958813073
continuous_bayes_global_m25,content_plus_reliability,Ridge,25,1480.0,0.0,5,0.15950106359053645,0.004663785129955425,0.12040429354454711,0.00246654005442476,0.2807306695119772,0.005785721101354742,0.5510741322068708,0.010566846269985835,0.53459134121647,0.0035105662205179135
continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,0,2704.0,0.0,5,0.15042675886316847,0.0029347164269210575,0.10794863147820204,0.002270178502493193,-0.00045087753832588894,0.0004579187477208349,,,2.9889601859691148e-15,3.904570194105427e-15
continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,25,1480.0,0.0,5,0.18810661360808253,0.006131123497886976,0.14427254025533373,0.0030324615887692267,-0.00020381264327982152,0.000423944787006582,,,5.268689737946655e-16,2.4225250931040423e-15
continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,0,2704.0,0.0,5,0.13502466644757583,0.0025351269533010665,0.09756456723020854,0.0022783349421154806,0.19390340402265893,0.0046288824132873566,0.4121057027688265,0.015853591415223498,0.44261635518550557,0.006214320314101605
continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,25,1480.0,0.0,5,0.16272541820822412,0.005474752850055164,0.12207461336079224,0.0033678830576544462,0.2514855407524695,0.010525657757561011,0.5095268924700077,0.016969994018786343,0.502298327395063,0.010521047821450734
