seed,target,feature_set,model,min_rating_count_filter,n_obs,rmse,mae,r2,spearman,pearson
55,continuous_bayes_global_m25,content_plus_reliability,DummyRegressor,25,1480,0.19565200178414813,0.1472066526843552,-0.0009619216424394672,,2.922994298975612e-15
55,continuous_bayes_global_m25,content_plus_reliability,Ridge,25,1480,0.16557464029531016,0.12273539606230996,0.28313627341968106,0.5481637619852214,0.5333155682073606
55,continuous_bayes_global_m25,content_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16570409341867404,0.12167974532739999,0.28201488761073434,0.5593980738784773,0.5339896530782845
55,continuous_category_residual,content_plus_reliability,DummyRegressor,25,1480,0.25152736119409236,0.189044151623423,-0.0006612069552280886,,
55,continuous_category_residual,content_plus_reliability,Ridge,25,1480,0.21864874697612416,0.16208499146049307,0.24384543195276986,0.504084042734336,0.49567117240672126
55,continuous_category_residual,content_plus_reliability,HistGradientBoostingRegressor,25,1480,0.22014039976591707,0.16116026711558895,0.2334930516897914,0.4969497878405882,0.48395644566203844
11,continuous_base_rating,content_plus_quantity,DummyRegressor,25,1480,0.25148416719114774,0.18897456279809205,-4.2554356501245394e-05,,1.3960242413467512e-15
11,continuous_base_rating,content_plus_quantity,Ridge,25,1480,0.22142804046753106,0.16392871081862828,0.22471314971010903,0.5010548828991488,0.47781678601312927
11,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.22125661112432746,0.16206820370371142,0.22591313745389985,0.4811042480385993,0.47669322169702133
11,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,25,1480,0.19163255896480894,0.14624736348073192,-3.77437143028736e-06,,-2.3440227730032172e-15
11,continuous_bayes_global_m25,content_plus_quantity,Ridge,25,1480,0.16714453206416383,0.12701431486049228,0.23924049238976774,0.5059827769152768,0.49348074038656436
11,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.1668381283888791,0.12512507194423628,0.2420271328046798,0.4857365128621515,0.49336881466624743
11,continuous_category_residual,content_plus_quantity,DummyRegressor,25,1480,0.2502390745722382,0.1882205828710868,-3.064238612426884e-05,,-2.623059221958639e-17
11,continuous_category_residual,content_plus_quantity,Ridge,25,1480,0.2214282959570336,0.1639286808128121,0.216986422573185,0.4917538591924559,0.46936523691707593
11,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.22223726405440694,0.16287362382242618,0.2112546339047242,0.47021907018519793,0.4605945283773786
22,continuous_base_rating,content_plus_quantity,DummyRegressor,25,1480,0.23741134463808958,0.18069506880105252,-3.0104830617050382e-05,,-1.3650147068562996e-16
22,continuous_base_rating,content_plus_quantity,Ridge,25,1480,0.20933487538868967,0.15615545253160182,0.22251267955216103,0.5007089984952355,0.4808373674421956
22,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.2089016620021228,0.15198102983915765,0.2257273316379652,0.5063314772598546,0.4757394815098181
22,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,25,1480,0.18059711382740842,0.13956103267324516,-2.9354626331468125e-05,,-1.588407638028075e-15
22,continuous_bayes_global_m25,content_plus_quantity,Ridge,25,1480,0.15774419017501567,0.11973932056655812,0.2370468276297243,0.507421028995779,0.49699822411066
22,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.1565544109248375,0.11719462066449574,0.24851251183565248,0.5081949869017366,0.498611949910306
22,continuous_category_residual,content_plus_quantity,DummyRegressor,25,1480,0.23502202151985357,0.1791221354760826,-1.8638025645723033e-05,,-7.022094745878956e-18
22,continuous_category_residual,content_plus_quantity,Ridge,25,1480,0.20933533115488812,0.15615614737318015,0.20662950200490326,0.49506233797236027,0.4661849224456553
22,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.2091026200746874,0.15351530435425134,0.20839244840519977,0.48859051336782533,0.4571512994003548
33,continuous_base_rating,content_plus_quantity,DummyRegressor,25,1480,0.24192492701731053,0.18600344005262873,-5.163373683769734e-05,,2.524082306167703e-15
33,continuous_base_rating,content_plus_quantity,Ridge,25,1480,0.21187530085239484,0.16001992849003283,0.23295322077249847,0.49558994545468527,0.48894545527734445
33,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.20911884775321146,0.1550531596951313,0.25278162907700097,0.510757091787397,0.5036740290260544
33,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,25,1480,0.18330397444130686,0.1431597852895745,-2.0872218837952872e-05,,9.101562339983013e-16
33,continuous_bayes_global_m25,content_plus_quantity,Ridge,25,1480,0.15889664413618526,0.12300959174905661,0.24855923458267992,0.5056186502529575,0.5066024175763367
33,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.15664404547335445,0.12002654568046016,0.2697138187958311,0.5224619431840907,0.5197397453156355
33,continuous_category_residual,content_plus_quantity,DummyRegressor,25,1480,0.24053710847956886,0.1852093881982647,-4.8728336329073585e-05,,
33,continuous_category_residual,content_plus_quantity,Ridge,25,1480,0.2118749903070005,0.16002035781789348,0.22408100938828734,0.4989920644377647,0.4805869353401829
33,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.2087024289450346,0.1567388829631452,0.24714385928849059,0.5101531442375475,0.49846629667048614
44,continuous_base_rating,content_plus_quantity,DummyRegressor,25,1480,0.24669469739929603,0.18665561098623976,-2.0757726870712645e-08,,1.2893017166379937e-15
44,continuous_base_rating,content_plus_quantity,Ridge,25,1480,0.21854302348342197,0.16091352347995774,0.21520852989424533,0.5069686084862367,0.47339134853483533
44,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.21958172201573298,0.1608562271279582,0.20773083603749198,0.47530429050345335,0.4557842900958181
44,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,25,1480,0.18934741902274035,0.1451878671487619,-3.140357359932011e-06,,2.7336247470307066e-15
44,continuous_bayes_global_m25,content_plus_quantity,Ridge,25,1480,0.16432346627570338,0.12364538377962965,0.24684951619870288,0.525419347945609,0.5031018758742299
44,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.16429556179106525,0.12361887962187094,0.24710528601842452,0.5104100088738265,0.49794545463007034
44,continuous_category_residual,content_plus_quantity,DummyRegressor,25,1480,0.24564617852706835,0.18619119886606772,-6.876847375991701e-07,,-1.2673213408795206e-17
44,continuous_category_residual,content_plus_quantity,Ridge,25,1480,0.21854346936737948,0.160914201579577,0.20849084866013368,0.5017654205765721,0.4657996032232743
44,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.22008656078599867,0.16235626072099343,0.19727401468217853,0.47066463373342876,0.4443999733582342
55,continuous_base_rating,content_plus_quantity,DummyRegressor,25,1480,0.2533853619695352,0.19057066955393528,-0.0008115779956352487,,
55,continuous_base_rating,content_plus_quantity,Ridge,25,1480,0.22219295811393294,0.16433396016991106,0.2304269362007103,0.49680329631940534,0.482519315576623
55,continuous_base_rating,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.22270231426203274,0.16284700908334118,0.2268945464173574,0.49574419244550927,0.47664546377499567
55,continuous_bayes_global_m25,content_plus_quantity,DummyRegressor,25,1480,0.19565200178414813,0.1472066526843552,-0.0009619216424394672,,2.922994298975612e-15
55,continuous_bayes_global_m25,content_plus_quantity,Ridge,25,1480,0.16955358200058998,0.12640830152990212,0.24826823271249354,0.505833777117804,0.5004757776478177
55,continuous_bayes_global_m25,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.16878446811515777,0.12472170152124451,0.25507264247947914,0.5198796074909147,0.506967943410451
55,continuous_category_residual,content_plus_quantity,DummyRegressor,25,1480,0.25152736119409236,0.189044151623423,-0.0006612069552280886,,
55,continuous_category_residual,content_plus_quantity,Ridge,25,1480,0.22219281894551093,0.1643338885172271,0.21913378655751425,0.4861765392940437,0.47099560759321557
55,continuous_category_residual,content_plus_quantity,HistGradientBoostingRegressor,25,1480,0.2212662790352414,0.16274769093376668,0.22563260336241264,0.4899895220836578,0.47573983440674555
11,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,25,1480,0.25148416719114774,0.18897456279809205,-4.2554356501245394e-05,,1.3960242413467512e-15
11,continuous_base_rating,content_quantity_plus_reliability,Ridge,25,1480,0.2170367946189907,0.15952834006228933,0.25515841097317515,0.52598055429774,0.5076612912242982
11,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2170199438925079,0.15746377030538164,0.2552740654148793,0.5035026255653985,0.5084708516809137
11,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,25,1480,0.19163255896480894,0.14624736348073192,-3.77437143028736e-06,,-2.3440227730032172e-15
11,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,25,1480,0.1621144436513293,0.12194793996949402,0.28434046547016145,0.5601562803941992,0.5356736462243213
11,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16243932717136464,0.12084024632268928,0.28146917332725685,0.5464867172400787,0.5331082339366345
11,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,25,1480,0.2502390745722382,0.1882205828710868,-3.064238612426884e-05,,-2.623059221958639e-17
11,continuous_category_residual,content_quantity_plus_reliability,Ridge,25,1480,0.21703700673113055,0.1595285916353817,0.24773537546034563,0.5187791173991415,0.5001225023710959
11,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2182784773244075,0.15958626406400714,0.23910472339098776,0.491152274384705,0.49115417863908306
22,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,25,1480,0.23741134463808958,0.18069506880105252,-3.0104830617050382e-05,,-1.3650147068562996e-16
22,continuous_base_rating,content_quantity_plus_reliability,Ridge,25,1480,0.20491006562901187,0.1532501001077671,0.2550335345724598,0.5228079216307339,0.5128016704736945
22,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.20631620637075807,0.14948520711934157,0.24477418606323964,0.5080649963057575,0.4953063112569776
22,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,25,1480,0.18059711382740842,0.13956103267324516,-2.9354626331468125e-05,,-1.588407638028075e-15
22,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,25,1480,0.15338406018144435,0.11600433522207719,0.27864076387085646,0.5536021208203555,0.536853347421431
22,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.15265293394024568,0.1130089681178966,0.28550129022233095,0.5530016023488105,0.5344697354303534
22,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,25,1480,0.23502202151985357,0.1791221354760826,-1.8638025645723033e-05,,-7.022094745878956e-18
22,continuous_category_residual,content_quantity_plus_reliability,Ridge,25,1480,0.20491062561363352,0.15325080891855133,0.23981387618578232,0.5175499478513241,0.49917627497229017
22,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2055562290730289,0.1501723797308977,0.23501615592995873,0.5026510698617934,0.48519620393655116
33,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,25,1480,0.24192492701731053,0.18600344005262873,-5.163373683769734e-05,,2.524082306167703e-15
33,continuous_base_rating,content_quantity_plus_reliability,Ridge,25,1480,0.2093930160967216,0.15832674173327474,0.2508210414022597,0.5017328116593908,0.5065807742150686
33,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.20776388080843236,0.15514864148318155,0.26243332852083745,0.5080978499556537,0.512878121147153
33,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,25,1480,0.18330397444130686,0.1431597852895745,-2.0872218837952872e-05,,9.101562339983013e-16
33,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,25,1480,0.15592060900872734,0.12024471725527738,0.27644367155409477,0.5392715972770779,0.5326423929007189
33,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.15497957181044753,0.1184378475751341,0.2851511632135998,0.5441116162377232,0.5342187532930839
33,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,25,1480,0.24053710847956886,0.1852093881982647,-4.8728336329073585e-05,,
33,continuous_category_residual,content_quantity_plus_reliability,Ridge,25,1480,0.2093927287109958,0.15832720723370397,0.2421553606989989,0.5024127519500083,0.4984869544585703
33,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.20775247065450694,0.1556087361933812,0.25398186569305214,0.5146239239269921,0.5047353787239622
44,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,25,1480,0.24669469739929603,0.18665561098623976,-2.0757726870712645e-08,,1.2893017166379937e-15
44,continuous_base_rating,content_quantity_plus_reliability,Ridge,25,1480,0.2152294051101151,0.15929993996453876,0.2388266220792843,0.5208371118471031,0.4982511726139252
44,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21548635196796334,0.1581291074243781,0.2370081172823123,0.49751448557530026,0.4871687779771228
44,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,25,1480,0.18934741902274035,0.1451878671487619,-3.140357359932011e-06,,2.7336247470307066e-15
44,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,25,1480,0.16054314653228688,0.12106212754886422,0.28110390314342026,0.5618988967913897,0.5364981860503026
44,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16058694489745876,0.12143021278156821,0.28071160027131137,0.5471566639833739,0.5309468879035928
44,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,25,1480,0.24564617852706835,0.18619119886606772,-6.876847375991701e-07,,-1.2673213408795206e-17
44,continuous_category_residual,content_quantity_plus_reliability,Ridge,25,1480,0.21522981093641458,0.15930038081785186,0.23231134521893382,0.5166506282740112,0.4914528134448771
44,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21786253181055548,0.16075709160403087,0.2134155316147559,0.47550674920048047,0.46235949815839955
55,continuous_base_rating,content_quantity_plus_reliability,DummyRegressor,25,1480,0.2533853619695352,0.19057066955393528,-0.0008115779956352487,,
55,continuous_base_rating,content_quantity_plus_reliability,Ridge,25,1480,0.21822708004447286,0.16151582165847858,0.2576536799892384,0.5154579143089727,0.5094625055711093
55,continuous_base_rating,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21888592635664791,0.15913583222718697,0.2531644988959114,0.5196614740165336,0.5044405921669181
55,continuous_bayes_global_m25,content_quantity_plus_reliability,DummyRegressor,25,1480,0.19565200178414813,0.1472066526843552,-0.0009619216424394672,,2.922994298975612e-15
55,continuous_bayes_global_m25,content_quantity_plus_reliability,Ridge,25,1480,0.16522632819504468,0.1222231532677287,0.28614917052022826,0.5517981669922642,0.5363908806539189
55,continuous_bayes_global_m25,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16622995270958574,0.12166464286533134,0.2774506282344631,0.5586145378529818,0.5287832154158671
55,continuous_category_residual,content_quantity_plus_reliability,DummyRegressor,25,1480,0.25152736119409236,0.189044151623423,-0.0006612069552280886,,
55,continuous_category_residual,content_quantity_plus_reliability,Ridge,25,1480,0.21822688358804643,0.16151563948523545,0.24676048357900948,0.5064123006851249,0.49888321455107015
55,continuous_category_residual,content_quantity_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21934652286321712,0.16116033847544553,0.23901148397461291,0.5011089889302441,0.4903868593991764
11,continuous_base_rating,content_quantity_interactions,DummyRegressor,25,1480,0.25148416719114774,0.18897456279809205,-4.2554356501245394e-05,,1.3960242413467512e-15
11,continuous_base_rating,content_quantity_interactions,Ridge,25,1480,0.2214390196125909,0.16381929656578406,0.22463626515835322,0.5010861796753544,0.4779148746176167
11,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.22232006303664958,0.16314751722017803,0.21845408362492058,0.4692312798142954,0.468273292839375
11,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,25,1480,0.19163255896480894,0.14624736348073192,-3.77437143028736e-06,,-2.3440227730032172e-15
11,continuous_bayes_global_m25,content_quantity_interactions,Ridge,25,1480,0.1671433020538557,0.12685263129089372,0.23925168914962303,0.5061664662527,0.4936764075480917
11,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.16716526936781845,0.1256485655878296,0.23905170871401127,0.48249501340102013,0.49042867619714753
11,continuous_category_residual,content_quantity_interactions,DummyRegressor,25,1480,0.2502390745722382,0.1882205828710868,-3.064238612426884e-05,,-2.623059221958639e-17
11,continuous_category_residual,content_quantity_interactions,Ridge,25,1480,0.22143922893159934,0.16381933856328773,0.21690909840980122,0.4917669961654535,0.4695190197229376
11,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.2220852129020725,0.16266795274340856,0.21233355840786605,0.4679612652667138,0.46165184704787965
22,continuous_base_rating,content_quantity_interactions,DummyRegressor,25,1480,0.23741134463808958,0.18069506880105252,-3.0104830617050382e-05,,-1.3650147068562996e-16
22,continuous_base_rating,content_quantity_interactions,Ridge,25,1480,0.209571797018974,0.15629229783720766,0.22075178995013556,0.5001120346020235,0.4792903007879457
22,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.2086903525756945,0.1524684991184658,0.22729293301662357,0.5043604064727183,0.4774821945645854
22,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,25,1480,0.18059711382740842,0.13956103267324516,-2.9354626331468125e-05,,-1.588407638028075e-15
22,continuous_bayes_global_m25,content_quantity_interactions,Ridge,25,1480,0.15809121789446662,0.11992334159269243,0.2336862330660946,0.5059659026982631,0.49428398636137083
22,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.156716372516552,0.11762502452748824,0.24695682181121714,0.5076078554840401,0.49701952641206876
22,continuous_category_residual,content_quantity_interactions,DummyRegressor,25,1480,0.23502202151985357,0.1791221354760826,-1.8638025645723033e-05,,-7.022094745878956e-18
22,continuous_category_residual,content_quantity_interactions,Ridge,25,1480,0.2095722703213475,0.15629291063891498,0.204832510281865,0.4939048085336996,0.4646184560119703
22,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.20948787906722133,0.15392957915332264,0.2054727826855247,0.48375986935155313,0.4540724770041605
33,continuous_base_rating,content_quantity_interactions,DummyRegressor,25,1480,0.24192492701731053,0.18600344005262873,-5.163373683769734e-05,,2.524082306167703e-15
33,continuous_base_rating,content_quantity_interactions,Ridge,25,1480,0.2117470989572499,0.15993823914753277,0.23388119207869007,0.49589669458167907,0.48975551158126757
33,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.20959329223165626,0.1558979007329253,0.24938723597801582,0.5089413590021615,0.5000773553045703
33,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,25,1480,0.18330397444130686,0.1431597852895745,-2.0872218837952872e-05,,9.101562339983013e-16
33,continuous_bayes_global_m25,content_quantity_interactions,Ridge,25,1480,0.15875028290787996,0.12289377707788603,0.24994291567145976,0.506549590060648,0.5077641643673066
33,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.1571647631897745,0.1194753417253943,0.2648504994777988,0.5184956141526472,0.5149495820932943
33,continuous_category_residual,content_quantity_interactions,DummyRegressor,25,1480,0.24053710847956886,0.1852093881982647,-4.8728336329073585e-05,,
33,continuous_category_residual,content_quantity_interactions,Ridge,25,1480,0.21174672229845426,0.1599385174014411,0.22502019959135433,0.4996586006160363,0.48142541870958794
33,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.20908349679328672,0.1568492466303185,0.24439208313258187,0.5140237942433189,0.4954581482232696
44,continuous_base_rating,content_quantity_interactions,DummyRegressor,25,1480,0.24669469739929603,0.18665561098623976,-2.0757726870712645e-08,,1.2893017166379937e-15
44,continuous_base_rating,content_quantity_interactions,Ridge,25,1480,0.21835615230441682,0.16097721162072534,0.21655007083491673,0.5074960150324715,0.4748639191718493
44,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.2202996844703677,0.16145717605246698,0.20254142921448437,0.4694262003646166,0.4500878899410931
44,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,25,1480,0.18934741902274035,0.1451878671487619,-3.140357359932011e-06,,2.7336247470307066e-15
44,continuous_bayes_global_m25,content_quantity_interactions,Ridge,25,1480,0.16414441911516145,0.12352936137357758,0.24848989042557057,0.5258684555983145,0.5047328881101962
44,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.16432406412584744,0.12386137861097658,0.24684403588655335,0.5112283701097226,0.4973410676994029
44,continuous_category_residual,content_quantity_interactions,DummyRegressor,25,1480,0.24564617852706835,0.18619119886606772,-6.876847375991701e-07,,-1.2673213408795206e-17
44,continuous_category_residual,content_quantity_interactions,Ridge,25,1480,0.21835661398212441,0.16097796381414956,0.2098437558991757,0.5025737282567724,0.4672931365814954
44,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.21951908248733615,0.16271933433173275,0.20140822713683537,0.4666029842499428,0.4492179731600665
55,continuous_base_rating,content_quantity_interactions,DummyRegressor,25,1480,0.2533853619695352,0.19057066955393528,-0.0008115779956352487,,
55,continuous_base_rating,content_quantity_interactions,Ridge,25,1480,0.2218172311228341,0.16412393057838015,0.23302742272555044,0.4997852128132644,0.4851310491683621
55,continuous_base_rating,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.22198241955641862,0.1622771756507436,0.2318846605225473,0.5002062129417247,0.48205052812147753
55,continuous_bayes_global_m25,content_quantity_interactions,DummyRegressor,25,1480,0.19565200178414813,0.1472066526843552,-0.0009619216424394672,,2.922994298975612e-15
55,continuous_bayes_global_m25,content_quantity_interactions,Ridge,25,1480,0.16924771081227075,0.126141423294312,0.25097800373538837,0.5091983514352619,0.5030855898324322
55,continuous_bayes_global_m25,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.1682566218411282,0.12376275635227248,0.2597246378727667,0.5278076092026086,0.5117527845734017
55,continuous_category_residual,content_quantity_interactions,DummyRegressor,25,1480,0.25152736119409236,0.189044151623423,-0.0006612069552280886,,
55,continuous_category_residual,content_quantity_interactions,Ridge,25,1480,0.22181710369695726,0.1641240453179808,0.22177235334559497,0.48885188626865206,0.4736947532153899
55,continuous_category_residual,content_quantity_interactions,HistGradientBoostingRegressor,25,1480,0.22079658025049712,0.16291695504747866,0.22891673124006318,0.49480088787237797,0.47957469159730265
11,continuous_base_rating,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.25148416719114774,0.18897456279809205,-4.2554356501245394e-05,,1.3960242413467512e-15
11,continuous_base_rating,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.2171070037420499,0.1594546271759319,0.2546764361701066,0.5256966002985695,0.5073605344141532
11,continuous_base_rating,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21842170910497713,0.15866669221141272,0.2456223961320726,0.4977338426521878,0.4978254897957226
11,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.19163255896480894,0.14624736348073192,-3.77437143028736e-06,,-2.3440227730032172e-15
11,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.1621713068950126,0.1219280849662253,0.2838383281080902,0.5596382552521525,0.5353735243148455
11,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.16249311144730874,0.12096388558593014,0.28099327800324436,0.5461718725275024,0.5328526785016582
11,continuous_category_residual,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.2502390745722382,0.1882205828710868,-3.064238612426884e-05,,-2.623059221958639e-17
11,continuous_category_residual,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.21710717113617542,0.15945481022543573,0.2472489078997221,0.5185097473897113,0.4998590206587995
11,continuous_category_residual,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.21817529499421226,0.15888577165419965,0.23982391835879335,0.49808040937184767,0.49188610889997814
22,continuous_base_rating,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.23741134463808958,0.18069506880105252,-3.0104830617050382e-05,,-1.3650147068562996e-16
22,continuous_base_rating,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.20521308309470832,0.15382914709560708,0.25282861839807624,0.5215948590171767,0.5109847050929425
22,continuous_base_rating,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2058801936565548,0.14952472127048716,0.24796288477771167,0.5155040322220827,0.49841254585507666
22,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.18059711382740842,0.13956103267324516,-2.9354626331468125e-05,,-1.588407638028075e-15
22,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.15376931729058732,0.1163582936978507,0.2750125147879725,0.5510458931490235,0.5340893903010795
22,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.1537990252812547,0.11350876982095089,0.27473235483967495,0.5460087203191888,0.5244833830754961
22,continuous_category_residual,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.23502202151985357,0.1791221354760826,-1.8638025645723033e-05,,-7.022094745878956e-18
22,continuous_category_residual,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.2052136544721845,0.15382982871817655,0.23756383509009948,0.5156328993748284,0.49733172828217986
22,continuous_category_residual,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.20585060089065255,0.15032973732059085,0.23282355948234523,0.5038980640082457,0.48290192520480396
33,continuous_base_rating,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.24192492701731053,0.18600344005262873,-5.163373683769734e-05,,2.524082306167703e-15
33,continuous_base_rating,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.2092462741923824,0.15824977006537405,0.25187071753528045,0.5015469291561816,0.5073986218418367
33,continuous_base_rating,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2089748979119496,0.15542270543304423,0.25380999114150793,0.49949149773839735,0.5041419584715443
33,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.18330397444130686,0.1431597852895745,-2.0872218837952872e-05,,9.101562339983013e-16
33,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.15575230826388703,0.12016423792200659,0.27800484230329814,0.5392231795601098,0.5338196075478292
33,continuous_bayes_global_m25,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.15518126383474307,0.1183552734838621,0.2832893290957684,0.5419189618087574,0.5323995224076526
33,continuous_category_residual,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.24053710847956886,0.1852093881982647,-4.8728336329073585e-05,,
33,continuous_category_residual,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.20924592810414977,0.15825031566901238,0.243217604411598,0.5027997869401184,0.49932824786029945
33,continuous_category_residual,full_content_quantity_interactions_plus_reliability,HistGradientBoostingRegressor,25,1480,0.2075851838065491,0.15558117056003928,0.2551828023303786,0.5129867566192866,0.5060427709844311
44,continuous_base_rating,full_content_quantity_interactions_plus_reliability,DummyRegressor,25,1480,0.24669469739929603,0.18665561098623976,-2.0757726870712645e-08,,1.2893017166379937e-15
44,continuous_base_rating,full_content_quantity_interactions_plus_reliability,Ridge,25,1480,0.21515808370119188,0.1591427887744293,0.23933100448850064,0.5209766838231251,0.4989494972158954
